styles,title,description,gender,product_type,images
NBDR-WD2878,NBD Magdalena High Slit Midi Dress in Purple,For the girl who's the life of the party. For the girl who's always up for a glass of champagne. For the girl who likes to keep her closet as filled with as her social calendar  there's NBD. The young-at-heart line features dresses that every it girl covets and pieces that are sexy  flirty  fun and now.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/NBDR-WD2878_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/NBDR-WD2878_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/NBDR-WD2878_V3.jpg
CRIB-WD83,Charo Ruiz Ibiza Pia Mini Dress in Black,Asserting freedom and femininity in each design since 1989. Natural fabrics  cotton voile  embroidery  and their characteristic laces and transparency finish make Charo Ruiz recognizable while keeping the very beginning essence of freedom. Their main task is to work with the purest Ibiza references pointing out their cultural legacy so that they can create memorable pieces that live as long as the good memories of this eternal and idyllic island.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/CRIB-WD83_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/CRIB-WD83_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/CRIB-WD83_V3.jpg
JSKI-WD217,JONATHAN SIMKHAI Loren Crochet Rings Midi Dress in Lime,Established in 2010  the Jonathan Simkhai brand provides luxury ready-to-wear for the modern woman. The core aesthetic philosophy plays with the tension of feminine strength and sensuality.  this is reflected in the employment of customized fabrics  romantic detailing  linear lines  and contoured silhouettes. Through designs that seek to embolden women with confidence and ease  the brand represents modern versatility.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/JSKI-WD217_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WD217_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WD217_V3.jpg
JSKI-WD218,JONATHAN SIMKHAI Jaycee Lace Fringe Midi Dress in White,Established in 2010  the Jonathan Simkhai brand provides luxury ready-to-wear for the modern woman. The core aesthetic philosophy plays with the tension of feminine strength and sensuality.  this is reflected in the employment of customized fabrics  romantic detailing  linear lines  and contoured silhouettes. Through designs that seek to embolden women with confidence and ease  the brand represents modern versatility.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/JSKI-WD218_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WD218_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/JSKI-WD218_V3.jpg
SPDW-WD2191,superdown Mika Button Front Dress in White Denim,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2191_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2191_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2191_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2191_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2191_V5.jpg
SPDW-WD2192,superdown Kia Low Back Dress in Blue Multi,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2192_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2192_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2192_V3.jpg
SPDW-WD2193,superdown Tegan Wrap Mini Dress in Hot Pink,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2193_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2193_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2193_V3.jpg
SPDW-WD2194,superdown Roxanne Keyhole Mini Dress in Blue,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2194_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2194_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2194_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2194_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2194_V5.jpg
SPDW-WD2195,superdown Pixie Halter Midi Dress in Pink Multi,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2195_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2195_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2195_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2195_V4.jpg
MOTO-WD209,MORE TO COME Lisa Cowl Neck Dress in Pink,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/MOTO-WD209_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD209_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD209_V3.jpg
SPDW-WD2196,superdown Madeline Blazer Dress in Black,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2196_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2196_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2196_V3.jpg
MOTO-WD210,MORE TO COME Maliah Shift Cami Dress in Blue,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/MOTO-WD210_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD210_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD210_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD210_V4.jpg
SPDW-WD2197,superdown Kiyana Cut Out Dress in Neon Pink,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2197_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2197_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2197_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2197_V4.jpg
SPDW-WD2198,superdown Nadia Bandeau Dress in White,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2198_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2198_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2198_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2198_V4.jpg
SPDW-WD2199,superdown Ryanne Mini Dress in Pastel Multi,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2199_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2199_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2199_V3.jpg
SPDW-WD2200,superdown Lydia Maxi Skirt Set in Yellow,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2200_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2200_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2200_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2200_V4.jpg
MOTO-WD211,MORE TO COME Liana Mini Dress in Lime,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/MOTO-WD211_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD211_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD211_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/MOTO-WD211_V4.jpg
SPDW-WD2201,superdown Bijou Midi Dress in Pink,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2201_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2201_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WD2201_V3.jpg
MBRU-WD16,MATTHEW BRUCH Cross Strap Cutout Mini Dress in Kelly Green,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/MBRU-WD16_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MBRU-WD16_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/MBRU-WD16_V3.jpg
KARI-WD567,Karina Grimaldi Malwa Maxi Dress in Hot Pink,In 2001  designer Karina Grimaldi relocated from Buenos Aires to Miami  where she began working on her eponymous line of clothing. Officially launched in 2003  her cool collection of womenswear offers detailed pieces inspired by Miami's multicultural and cosmopolitan atmosphere.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/KARI-WD567_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/KARI-WD567_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/KARI-WD567_V3.jpg
ANDM-WD6,The Andamane Gia Mini Cut Out Dress in Ciclamino,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/ANDM-WD6_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WD6_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WD6_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WD6_V4.jpg
ANDM-WD7,The Andamane Linda Mini Dress in Green,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/ANDM-WD7_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WD7_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/ANDM-WD7_V3.jpg
FLER-WD25,fleur du mal Crystal Low Back Midi Slip Dress in Rouge,Fleur du Mal inspires dressing up and undressing. Founded in 2012 under the direction of Jennifer Zuccarini  Fleur du Mal is a luxury ready-to-wear  lingerie and swim brand based in New York. The Fleur du Mal woman is chic  playful and a little mischievous - a duality that draws from the infamous collection of poems by Charles Baudelaire  ?Les Fleurs du Mal.?,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/FLER-WD25_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD25_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD25_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD25_V4.jpg
SUSA-WD2042,Susana Monaco Tube Slit Midi Dress in Hunter,Sophisticated and modern  Susana Monaco dresses the woman inside all of us.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/SUSA-WD2042_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SUSA-WD2042_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SUSA-WD2042_V3.jpg
PGIR-WD30,Poster Girl Desiree Dress in Black/tan,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/PGIR-WD30_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD30_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD30_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD30_V4.jpg
PGIR-WD32,Poster Girl Ripley Mini Dress in Sativa Green,,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/PGIR-WD32_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD32_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD32_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD32_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/PGIR-WD32_V5.jpg
FLER-WD26,fleur du mal Deep Plunge High Slit Slip Dress in Wild Pink,Fleur du Mal inspires dressing up and undressing. Founded in 2012 under the direction of Jennifer Zuccarini  Fleur du Mal is a luxury ready-to-wear  lingerie and swim brand based in New York. The Fleur du Mal woman is chic  playful and a little mischievous - a duality that draws from the infamous collection of poems by Charles Baudelaire  ?Les Fleurs du Mal.?,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/FLER-WD26_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD26_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD26_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD26_V4.jpg
FLER-WD27,fleur du mal Crystal Low Back Mini Slip Dress in Bright Jade,Fleur du Mal inspires dressing up and undressing. Founded in 2012 under the direction of Jennifer Zuccarini  Fleur du Mal is a luxury ready-to-wear  lingerie and swim brand based in New York. The Fleur du Mal woman is chic  playful and a little mischievous - a duality that draws from the infamous collection of poems by Charles Baudelaire  ?Les Fleurs du Mal.?,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/FLER-WD27_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD27_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD27_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/FLER-WD27_V4.jpg
DANN-WD36,DANNIJO Embellished A Line Dress in Charcoal,Always intricate  always eclectic  and always changing  lifestyle brand DANNIJO is more than a jewelry line. Created by New York-based designers and sisters Danielle and Jodie Snyder  DANNIJO strives to evolve with their customers. The Snyder sisters meld their individual bohemian and sophisticated styles into a high-end line integrating timeless architectural inspirations with thoughtful embellishing. These are the types of pieces you'll want to dress your life around.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/DANN-WD36_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/DANN-WD36_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/DANN-WD36_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/DANN-WD36_V4.jpg
PSTB-WD208,Poupette St Barth Aude Midi Dress in Blue Ailes,A brand truly made by a woman for women  Poupette St Barth's style is distinctly Boho Chic  uniting an expression of freedom with an easy wearing joyful elegance. Designer Monique Giraud is a free spirit and self-taught designer from Cannes  France. An avid globetrotter  she has travelled around the world for months on her catamaran and fell madly in love with St Barth when she discovered it. Her idea? To bring her dream wardrobe to life so she could share it with other women. The essence of the logo is inspired by the exotic perfume of the frangipani in her garden. It symbolizes the new life  beauty and the feminine spirit that she wants to share with her clients.,Women,Dresses,https://is4.revolveassets.com/images/p4/n/z/PSTB-WD208_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/PSTB-WD208_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/PSTB-WD208_V3.jpg
